user_id,signup_date,country,subscription_tier,age_group
user_963,2025-10-27 10:22:36.470285,CA,basic,45-54
user_964,2025-02-08 10:22:36.470285,CA,free,18-24
user_965,2025-07-30 10:22:36.470285,UK,free,35-44
user_966,2025-08-29 10:22:36.470285,US,basic,35-44
user_967,2025-02-13 10:22:36.470285,CA,free,35-44
user_968,2025-12-05 10:22:36.470285,US,basic,35-44
user_969,2025-05-04 10:22:36.470285,US,basic,45-54
user_970,2025-04-23 10:22:36.470285,AU,free,45-54
user_971,2025-11-18 10:22:36.470285,CA,basic,45-54
user_972,2025-12-01 10:22:36.470285,US,free,55+
user_973,2025-01-31 10:22:36.470285,US,basic,55+
user_974,2026-01-07 10:22:36.470285,US,premium,45-54
user_975,2025-07-19 10:22:36.470285,DE,premium,25-34
user_976,2025-02-21 10:22:36.470285,UK,basic,45-54
user_977,2025-12-03 10:22:36.470285,AU,premium,45-54
user_978,2025-03-06 10:22:36.470285,US,free,45-54
user_979,2026-01-15 10:22:36.470285,US,free,45-54
user_980,2025-10-20 10:22:36.470285,US,premium,18-24
user_981,2025-06-04 10:22:36.470285,US,basic,35-44
user_982,2025-12-14 10:22:36.470285,AU,premium,25-34
user_983,2025-08-03 10:22:36.470285,CA,premium,45-54
user_984,2025-09-18 10:22:36.470285,FR,basic,25-34
user_985,2025-08-29 10:22:36.470285,US,premium,18-24
user_986,2025-02-15 10:22:36.470285,AU,basic,25-34
user_987,2025-07-18 10:22:36.470285,US,basic,45-54
user_988,2025-09-30 10:22:36.470285,CA,basic,45-54
user_989,2025-05-03 10:22:36.470285,FR,basic,35-44
user_990,2025-11-12 10:22:36.470285,US,free,45-54
user_991,2025-08-05 10:22:36.470285,UK,premium,18-24
user_992,2025-02-01 10:22:36.470285,AU,premium,25-34
user_993,2025-09-02 10:22:36.470285,US,premium,45-54
user_994,2025-03-12 10:22:36.470285,US,basic,45-54
user_995,2025-05-17 10:22:36.470285,UK,basic,35-44
user_996,2025-03-22 10:22:36.470285,CA,basic,35-44
user_997,2025-04-23 10:22:36.470285,DE,basic,55+
user_998,2025-07-24 10:22:36.470285,UK,basic,25-34
user_999,2025-11-20 10:22:36.470285,US,basic,45-54
user_1000,2025-04-27 10:22:36.470285,CA,free,55+
